"","country","city","date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"15142","portugal","lisbon",2020-06-23,27425788,"Misericrdia",38.71336,-9.15116,"Serviced apartment","Entire home/apt",7,2,0,80,1,90,7,44.3478260869565,1020
"15143","portugal","lisbon",2020-06-23,27426343,"Carcavelos e Parede",38.69106,-9.35513,"Apartment","Entire home/apt",4,2,3,65,4,1125,11,50.5789473684211,961
"15144","portugal","lisbon",2020-06-23,27426837,"Arroios",38.72503,-9.13709,"Apartment","Entire home/apt",4,2,2,90,2,1125,0,72,2160
"15145","portugal","lisbon",2020-06-23,27427921,"Penha de Frana",38.73214,-9.12949,"Apartment","Private room",2,1,1,18,2,1125,17,21.9230769230769,285
"15146","portugal","lisbon",2020-06-23,27428889,"Misericrdia",38.70979,-9.14707,"Apartment","Entire home/apt",4,1,2,48,1,1125,30,0,0
"15147","portugal","lisbon",2020-06-23,27428890,"Misericrdia",38.70983,-9.14601,"Apartment","Entire home/apt",4,1,2,48,1,1125,30,0,0
"15148","portugal","lisbon",2020-06-23,27428891,"Avenidas Novas",38.73851,-9.14776,"Apartment","Entire home/apt",4,1,2,54,1,1125,30,0,0
"15149","portugal","lisbon",2020-06-23,27434936,"Misericrdia",38.71423,-9.14477,"Apartment","Entire home/apt",9,4,4,180,1,30,15,64.1333333333333,962
"15150","portugal","lisbon",2020-06-23,27436944,"So Vicente",38.71877,-9.12663,"Apartment","Shared room",1,1,1,20,1,1125,30,0,0
"15151","portugal","lisbon",2020-06-23,27445741,"Cascais e Estoril",38.69935,-9.42701,"Apartment","Entire home/apt",6,2,4,120,2,1125,0,98.5,2955
"15152","portugal","lisbon",2020-06-23,27448228,"Encarnao",39.03111,-9.36888,"House","Entire home/apt",5,3,3,80,1,1125,0,80,2400
"15153","portugal","lisbon",2020-06-23,27449588,"Mina de gua",38.76681,-9.23061,"Apartment","Private room",2,1,1,15,2,365,0,14,420
"15154","portugal","lisbon",2020-06-23,27452020,"Santa Maria Maior",38.71426,-9.13106,"Apartment","Entire home/apt",5,2,3,150,2,29,29,95,95
"15155","portugal","lisbon",2020-06-23,27454353,"Misericrdia",38.70892,-9.14589,"Loft","Entire home/apt",4,2,3,150,3,60,0,168.833333333333,5065
"15156","portugal","lisbon",2020-06-23,27456953,"Lumiar",38.76094,-9.17803,"Apartment","Entire home/apt",6,3,3,90,3,180,0,86,2580
"15157","portugal","lisbon",2020-06-23,27457467,"Estrela",38.70849,-9.15942,"Apartment","Private room",2,1,1,150,1,1125,30,0,0
"15158","portugal","lisbon",2020-06-23,27457491,"Estrela",38.7087,-9.15792,"Apartment","Entire home/apt",2,1,1,150,1,1125,30,0,0
"15159","portugal","lisbon",2020-06-23,27457507,"Estrela",38.70747,-9.15914,"Apartment","Private room",3,1,2,200,1,1125,14,154.25,2468
"15160","portugal","lisbon",2020-06-23,27457534,"Estrela",38.7089,-9.15738,"Apartment","Entire home/apt",3,1,2,200,1,1125,14,114.25,1828
"15161","portugal","lisbon",2020-06-23,27463200,"Arroios",38.73445,-9.14178,"Apartment","Entire home/apt",2,1,0,70,3,15,23,70,490
"15162","portugal","lisbon",2020-06-23,27464028,"Estrela",38.70651,-9.16753,"Apartment","Entire home/apt",2,1,1,55,1,1125,30,0,0
"15163","portugal","lisbon",2020-06-23,27464546,"Santo Antnio",38.72276,-9.14543,"Apartment","Entire home/apt",2,1,1,250,1,1125,30,0,0
"15164","portugal","lisbon",2020-06-23,27472425,"Carcavelos e Parede",38.6886,-9.35934,"House","Private room",2,1,1,35,3,1125,0,30.6666666666667,920
"15165","portugal","lisbon",2020-06-23,27474679,"Santa Maria Maior",38.7167,-9.13343,"Apartment","Entire home/apt",4,0,2,50,2,365,30,0,0
"15166","portugal","lisbon",2020-06-23,27475106,"Santa Maria Maior",38.70945,-9.13628,"Apartment","Entire home/apt",6,3,4,135,3,28,23,240,1680
"15167","portugal","lisbon",2020-06-23,27478753,"Misericrdia",38.71428,-9.1452,"Boutique hotel","Hotel room",2,1,1,1000,1,1125,20,117,1170
"15168","portugal","lisbon",2020-06-23,27478755,"Misericrdia",38.71402,-9.14441,"Boutique hotel","Hotel room",2,1,1,1000,1,1125,23,126.428571428571,885
"15169","portugal","lisbon",2020-06-23,27478760,"Misericrdia",38.71541,-9.14409,"Boutique hotel","Hotel room",2,1,1,1000,1,1125,23,131.428571428571,920
"15170","portugal","lisbon",2020-06-23,27478764,"Misericrdia",38.71528,-9.14409,"Boutique hotel","Hotel room",2,1,1,1000,1,1125,19,141.818181818182,1560
"15171","portugal","lisbon",2020-06-23,27478765,"Misericrdia",38.71413,-9.14374,"Boutique hotel","Hotel room",2,1,1,1000,1,1125,23,146.428571428571,1025
