"","listing_id","availability_30","price_30","revenue_30"
"451",1487527,14,152.8125,2445
"452",1491229,28,110,220
"453",1495470,30,NA,0
"454",1496076,30,NA,0
"455",1501761,30,NA,0
"456",1501980,14,120,1920
"457",1502273,30,NA,0
"458",1502442,30,NA,0
"459",1509109,0,103.666666666667,3110
"460",1509283,28,158,316
"461",1510606,30,NA,0
"462",1510808,30,NA,0
"463",1513454,29,170,170
"464",1513767,30,NA,0
"465",1520845,27,390,1170
"466",1522711,18,207.666666666667,2492
"467",1523291,30,NA,0
"468",1523401,0,219.3,6579
"469",1526936,23,63,441
"470",1526937,0,198.666666666667,5960
"471",1528872,22,128.125,1025
"472",1529611,0,158.466666666667,4754
"473",1535910,23,220,1540
"474",1541377,10,340.6,6812
"475",1545642,30,NA,0
"476",1547705,18,366.666666666667,4400
"477",1548273,30,NA,0
"478",1549291,30,NA,0
"479",1553138,0,116,3480
"480",1558828,28,590,1180
"481",1561840,30,NA,0
"482",1565247,0,130,3900
"483",1574730,22,67.125,537
"484",1575793,18,84.5833333333333,1015
"485",1576707,7,98,2254
"486",1582858,30,NA,0
"487",1583679,13,202.352941176471,3440
"488",1611202,29,47,47
"489",1612430,29,110,110
"490",1612514,29,110,110
"491",1616541,28,40,80
"492",1620619,6,61.75,1482
"493",1620773,0,380,11400
"494",1625736,0,50,1500
"495",1626277,10,35.25,705
"496",1630619,30,NA,0
"497",1631433,29,140,140
"498",1632837,30,NA,0
"499",1645680,18,89,1068
"500",1646425,0,89,2670
"501",1647648,20,562,5620
"502",1647830,26,260,1040
"503",1648157,28,65,130
"504",1648359,28,450,900
"505",1648617,30,NA,0
"506",1653223,28,218,436
"507",1653893,20,313.6,3136
"508",1659084,22,222.5,1780
"509",1659444,30,NA,0
"510",1665026,29,200,200
"511",1666097,0,300,9000
"512",1666546,20,75,750
"513",1668317,30,NA,0
"514",1677609,30,NA,0
"515",1681937,30,NA,0
"516",1682362,30,NA,0
"517",1685786,7,303.652173913043,6984
"518",1686666,30,NA,0
"519",1686904,21,486.111111111111,4375
"520",1705347,19,90,990
"521",1705455,28,208,416
"522",1721038,16,375,5250
"523",1723486,2,240,6720
"524",1724019,21,228.888888888889,2060
"525",1724678,19,140,1540
"526",1731099,0,90,2700
"527",1731292,27,110,330
"528",1733186,30,NA,0
"529",1734997,23,145,1015
"530",1769928,29,165,165
"531",1774948,21,202,1818
"532",1780920,26,252.5,1010
"533",1784519,16,81.8571428571429,1146
